,id,date,time,stock_id,open_price,high_price,low_price,close_price
0,10100000003045,2023-04-07,01:00:00,NSE:SBIN-EQ,524.0,533.7,521.65,527.65
1,10100000001330,2023-04-07,01:00:00,NSE:HDFC-EQ,2700.0,2734.8,2691.05,2729.3
